id,justification,Category
13953,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
8272,because it's turning to the right.,ego car driving intention: vehicle lateral activity:turning
9766,because it's going uphill.,ego car driving intention: vehicle longitudinal activity:driving forward
11765,because the lane is empty.,road condition:availability:clear road
7257,as it approaches a stopped vehicle in its lane and finds a gap in traffic to its left to merge into.,ego car driving intention: vehicle longitudinal activity:merging&unclassified
6579,The car has completed it's turn and there is nothing in the path.,ego car driving intention: vehicle lateral activity:turning
15663,as traffic ahead is at a standstill.,interaction with other road users:traffic:moving forward:normally
1963,There are no obstructions ahead of the car.,road condition:availability:clear road
7774,because the lane is clear.,road condition:availability:clear road
7073,as it goes around parked cars,interaction with other road users:lead vehicle:park&ego car driving intention: vehicle longitudinal activity:passing
548,because the light is red.,traffic conditions:traffic light:red light
219,because the light is red,traffic conditions:traffic light:red light
9171,because the path is clear.,road condition:availability:clear road
14696,as it approaches a stop sign.,traffic conditions:traffic sign:stop sign
2368,since the way is clear.,road condition:availability:clear road
3449,Because the car is looking for a different parking spot.,unclassified
13812,as vehicles in front of it slow.,interaction with other road users:traffic:moving forward:slowly
14918,as the light has turned green.,traffic conditions:traffic light:green light
7068,as the car ahead is now stopped.,interaction with other road users:lead vehicle:stop
12432,because a truck in front is stopped.,interaction with other road users:lead vehicle:stop
87,because the light is red.,traffic conditions:traffic light:red light
10288,because traffic in front of the car is stopped.,interaction with other road users:traffic:stop
7802,The car merges back into the left lane,ego car driving intention: vehicle longitudinal activity:merging
1140,since the light is red,traffic conditions:traffic light:red light
8371,Because the car in front of it is stopped while it waits for pedestrians to cross.,interaction with other road users:lead vehicle:stop&interaction with other road users:pedestrians and cyclists: crossing
7363,because the light turns green.,traffic conditions:traffic light:green light
2750,to get into the turning lane.,ego car driving intention: vehicle lateral activity:turning
4649,as traffic in front of it stops.,interaction with other road users:traffic:stop
11551,because the road is clear.,road condition:availability:clear road
931,because the lane is clear.,road condition:availability:clear road
3173,to keep up with traffic,unclassified
14074,because it's turning to the right.,ego car driving intention: vehicle lateral activity:turning
15639,because the intersection was clear and safe to make the turn.,ego car driving intention: vehicle lateral activity:turning
7030,because there are no impediments in its lane.,road condition:availability:clear road
15212,because it is parked near the right side of the street.,ego car driving intention: vehicle longitudinal activity:park
7022,because the light turns green.,traffic conditions:traffic light:green light
14931,because the cars in front are moving forward.,interaction with other road users:lead vehicle:moving forward:normally
14424,because the lane is clear.,road condition:availability:clear road
13837,because there is room to pull forward further.,ego car driving intention: vehicle longitudinal activity:driving forward
4674,because the traffic is moving ahead.,interaction with other road users:traffic:moving forward:normally
6040,because the light is green.,traffic conditions:traffic light:green light
3442,as traffic begins to move.,interaction with other road users:traffic:moving forward:normally
4834,after it has passed the parked car,interaction with other road users:lead vehicle:park&ego car driving intention: vehicle longitudinal activity:passing
2466,because there are no cars parked on the right side.,road condition:availability:clear road
13493,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
10145,to merge into the left lane.,ego car driving intention: vehicle longitudinal activity:merging
2646,because the road is clear.,road condition:availability:clear road
12354,because the traffic light is red,traffic conditions:traffic light:red light
5675,as it has gotten past the parked car.,interaction with other road users:lead vehicle:park&ego car driving intention: vehicle longitudinal activity:passing
7232,because the car in front of it is slowing down,interaction with other road users:lead vehicle:moving forward:slowly
9792,because there is a car in front turning right.,ego car driving intention: vehicle lateral activity:turning
4352,because the car in front of it is stopped.,interaction with other road users:lead vehicle:stop
5008,since the stopped truck has moved,interaction with other road users:lead vehicle:stop
9165,because traffic is advancing at a slow speed.,interaction with other road users:traffic:moving forward:slowly
146,due to the stop sign.,traffic conditions:traffic sign:stop sign
15109,because the car ahead of it is driving slowly on icy road.,interaction with other road users:lead vehicle:moving forward:slowly
2784,for the red light.,traffic conditions:traffic light:red light
11435,as it is approaching a red light and pedestrians are already in the intersection.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
9312,because it's turning to the left.,ego car driving intention: vehicle lateral activity:turning
7918,Because the traffic light remains red.,traffic conditions:traffic light:red light
5933,while going through another intersection with a yellow light,unclassified
6925,as traffic begins to move.,interaction with other road users:traffic:moving forward:normally
11271,because there is no traffic and the road is clear.,road condition:availability:clear road
5429,because the traffic light is yellow.,unclassified
5382,because tra,unclassified
13506,because the light turns green.,traffic conditions:traffic light:green light
8038,to pass by a stopped tow truck.,ego car driving intention: vehicle longitudinal activity:passing
452,because there is no traffic on the street.,road condition:availability:clear road
511,because traffic has moved forward a little.,interaction with other road users:traffic:accelerating
15948,because the light ahead turns red.,traffic conditions:traffic light:red light
13355,because the street is clear.,road condition:availability:clear road
9058,as the lane is clear ahead.,road condition:availability:clear road
12791,because traffic ahead is moving steadily.,interaction with other road users:traffic:moving forward:normally
2393,because the light has turned red.,traffic conditions:traffic light:red light
10137,because the car is entering another street.,unclassified
249,as there is no traffic.,road condition:availability:clear road
13798,because the light is red,traffic conditions:traffic light:red light
331,because there is something blocking part of the right lane.,unclassified
16031,as traffic in the lane ahead has slowed.,interaction with other road users:traffic:moving forward:slowly
15496,because the light is red,traffic conditions:traffic light:red light
15359,because traffic has begun to move,interaction with other road users:traffic:accelerating
10148,because the path is clear.,road condition:availability:clear road
11232,Because there is traffic stopped ahead of it at a red light just after the exit ramp that it just exited from.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
9159,to allow a police officer through.,unclassified
14119,because the traffic light is still red and a motorcyclist passed the car to the right slowly.,ego car driving intention: vehicle longitudinal activity:passing&traffic conditions:traffic light:red light
2202,because the light is red,traffic conditions:traffic light:red light
3995,because the lane ahead is ending and the left lane is clear.,road condition:availability:clear road
9770,as the lane is clear.,road condition:availability:clear road
5329,because he's not ready to leave yet.,ego car driving intention: vehicle longitudinal activity:stop
895,because traffic in front of it is driving slowly.,interaction with other road users:traffic:moving forward:slowly
11411,Because it is now on the exit ramp where the speed limit is lower and it is approaching the end of the exit ramp where it is trying to turn onto the street and has to yield to opposing traffic.,road condition:availability:exit
3811,because no traffic is seen and the car can safely move onward.,road condition:availability:clear road
4330,because they're pulling out of their driveway.,unclassified
14807,because there is another grey car ahead going at a constant speed.,No Label
11382,as it approaches the stop sign,traffic conditions:traffic sign:stop sign
9506,because traffic is moving forward from the green light.,traffic conditions:traffic light:green light
16147,because traffic is going slow,interaction with other road users:traffic:moving forward:slowly
2652,because of a blinking red light.,traffic conditions:traffic light:red light
7960,because there are no other cars in its vicinity.,road condition:availability:clear road
15808,because the road is clear.,road condition:availability:clear road
16251,because it is getting on another road,unclassified
4828,because the light is red.,traffic conditions:traffic light:red light
15416,because the parking car has moved and the route is clear.,road condition:availability:clear road
1775,because the light has turned green.,traffic conditions:traffic light:green light
15679,because the car in front is not moving fast.,interaction with other road users:lead vehicle:moving forward:slowly
9635,because the light has turned green,traffic conditions:traffic light:green light
15406,because it's waiting for traffic to clear and the car in front to turn.,interaction with other road users:traffic:stop
3337,in order to get into the rightmost lane.,unclassified
11256,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
14501,because the road is clear.,road condition:availability:clear road
4579,because a utility truck and its traffic cones are partially blocking the right lane,unclassified
668,because it is going to park.,ego car driving intention: vehicle longitudinal activity:park
2579,due to the stop sign ahead.,traffic conditions:traffic sign:stop sign
15107,because traffic is slowing down.,interaction with other road users:traffic:decelerating&interaction with other road users:traffic:moving forward:slowly
4842,As traffic ahead is slowing down,interaction with other road users:traffic:moving forward:slowly
12654,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
5462,because traffic has stopped in front.,interaction with other road users:traffic:stop
13045,as it goes around the curve in the road,unclassified
12156,because traffic ahead is stopped at a red light.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
13548,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
2215,because traffic in front of it is slowing down.,interaction with other road users:traffic:moving forward:slowly
3861,because traffic has stopped in front.,interaction with other road users:traffic:stop
10460,because the road is clear.,road condition:availability:clear road
2643,due to the green light.,traffic conditions:traffic light:green light
1570,while the light is red.,traffic conditions:traffic light:red light
4453,Because road conditions are rough and traffic is clear.,road condition:availability:clear road
10231,as the road ahead is clear.,road condition:availability:clear road
13118,"because there is heavy, slow moving traffic on the road ahead.",interaction with other road users:traffic:heavy
13212,because the traffic light ahead is red.,traffic conditions:traffic light:red light
5354,because no traffic is blocking the way and the car can safely move forward.,road condition:availability:clear road
2389,because traffic is moving smoothly.,interaction with other road users:traffic:moving forward:normally
13169,as the light is red and pedestrians are crossing the street.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
14917,because the light is red.,traffic conditions:traffic light:red light
13725,since the road is clear.,road condition:availability:clear road
3555,since the road is empty.,road condition:availability:clear road
1440,to go around a stopped vehicle.,ego car driving intention: vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
2689,because it is parked.,ego car driving intention: vehicle longitudinal activity:park
303,to get into the right lane.,unclassified
10271,because the car in front has stopped.,interaction with other road users:lead vehicle:stop
4545,as pedestrians on the sidewalk are very close to the street.,interaction with other road users:pedestrians and cyclists: crossing
9889,because the road is clear.,road condition:availability:clear road
11585,as the light turns green and the lane is clear.,road condition:availability:clear road&traffic conditions:traffic light:green light
11532,because the light is red.,traffic conditions:traffic light:red light
6397,because there are no nearby cars in front of it to impede its travel.,road condition:availability:clear road
1389,There are no obstructions ahead of the car.,road condition:availability:clear road
5659,as the road is clear.,road condition:availability:clear road
4686,because traffic has stopped in front.,interaction with other road users:traffic:stop
13503,as the road is clear ahead.,road condition:availability:clear road
923,but the light has turned green.,traffic conditions:traffic light:green light
3825,because traffic has stopped in front of it.,interaction with other road users:traffic:stop
486,for an unknown reason.,unclassified
7879,because the light is still red,traffic conditions:traffic light:red light
9291,because traffic has snarled to almost a stand still.,interaction with other road users:traffic:stop
1673,Traffic ahead of the car is moving slowly,interaction with other road users:traffic:moving forward:slowly
9113,because the taxi is still stopped in front.,interaction with other road users:lead vehicle:stop
7451,because the traffic light is red,traffic conditions:traffic light:red light
7054,Because it is approaching a utility truck stopped in the road with cones behind it blocking the lane so it has to go around it by driving in the opposing traffic's lane.,interaction with other road users:lead vehicle:stop&ego car driving intention: vehicle longitudinal activity:passing
10059,as the road ahead is clear.,road condition:availability:clear road
10477,to pick someone up.,unclassified
1317,because it is at it's destination.,unclassified
1497,(to quickly) because the lane is clear.,road condition:availability:clear road
3267,because traffic is stopped.,interaction with other road users:traffic:stop
2105,because the pedestrian has passed the crosswalk.,interaction with other road users:pedestrians and cyclists: crossing
15703,because the light turned green.,traffic conditions:traffic light:green light
5527,as the traffic in front of it has stopped.,interaction with other road users:traffic:stop
1227,because the light is red.,traffic conditions:traffic light:red light
14444,because another car is too close to his lane.,unclassified
13034,because the road is clear.,road condition:availability:clear road
5521,because the lane is clear and moving faster.,road condition:availability:clear road
2108,because the road is clear.,road condition:availability:clear road
4776,because its lane is clear of traffic.,road condition:availability:clear road
15646,because the highway has some traffic.,interaction with other road users:traffic:light
4737,because the traffic light is red.,traffic conditions:traffic light:red light
12440,because there is a stop sign.,traffic conditions:traffic sign:stop sign
11320,As traffic ahead of it begins to accelerate faster.,interaction with other road users:traffic:accelerating
13937,because the light is red.,traffic conditions:traffic light:red light
8626,because there is no traffic.,road condition:availability:clear road
14623,because the road is clear.,road condition:availability:clear road
1407,because the light has turned green.,traffic conditions:traffic light:green light
12415,because there's a truck blocking his lane and a car passing in the next lane over.,interaction with other road users:lead vehicle:stop
4021,because the lane ahead is clear.,road condition:availability:clear road
14252,because it is parked on the right side of the road.,ego car driving intention: vehicle longitudinal activity:park
15832,since it is parked on the side of the street.,ego car driving intention: vehicle longitudinal activity:park
11233,As traffic ahead of it remains stopped.,interaction with other road users:traffic:stop
15035,because there is more congestion going through the lights up ahead.,No Label
15672,because the light is red and pedestrians are going to cross.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
3325,because a pedestrian is crossing.,interaction with other road users:pedestrians and cyclists: crossing
13825,because the left turn light is red.,traffic conditions:traffic light:red light
2046,for a speed bump.,road condition:speed regulations:speed bump
12170,because the car in front of it is slowing down.,interaction with other road users:lead vehicle:moving forward:slowly
13743,because the light is red.,traffic conditions:traffic light:red light
15307,"because the light is red, but the left turn arrow is green.",traffic conditions:traffic light:red light
8654,because the road is free.,road condition:availability:clear road
15401,because the light is red.,traffic conditions:traffic light:red light
7127,because traffic is moving at a steady pace.,interaction with other road users:traffic:moving forward:normally
1031,because the road is clear.,road condition:availability:clear road
7571,because the light is red and a pedestrian is crossing the street,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
2764,because it's turning to the left to go around a stopped car.,ego car driving intention: vehicle lateral activity:turning
2492,because the light has turned green.,traffic conditions:traffic light:green light
15355,because traffic has slowed,interaction with other road users:traffic:moving forward:slowly
16330,since the light is green and traffic ahead is moving.,traffic conditions:traffic light:green light&interaction with other road users:traffic:moving forward:normally
5518,because the light is green.,traffic conditions:traffic light:green light
15143,as another truck passes it on the left quickly.,ego car driving intention: vehicle longitudinal activity:passing
14974,because it is preparing to turn right.,ego car driving intention: vehicle lateral activity:turning
16113,because the road is free and allows for a safe right turn,road condition:availability:clear road
4479,because the traffic light ahead is red,traffic conditions:traffic light:red light
2225,The traffic is not moving forward yet.,interaction with other road users:traffic:moving forward:slowly
3388,because a car cuts into his lane going slowly.,ego car driving intention: vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:moving forward:slowly
6007,because the intersection is clear.,road condition:availability:clear road
3922,because a person is entering their vehicle in front of them,unclassified
14094,since the lane is open.,road condition:availability:clear road
10855,as the car in front needs to back up.,No Label
8481,as the intersection clears.,road condition:availability:clear road
16015,to get through the intersection faster.,unclassified
5546,to get around slower moving traffic.,ego car driving intention: vehicle longitudinal activity:passing&interaction with other road users:traffic:moving forward:slowly
14134,because there is no other traffic on the road.,road condition:availability:clear road
13444,as the road is clear to turn.,ego car driving intention: vehicle lateral activity:turning&road condition:availability:clear road
13242,as a vehicle has just passed and the lane is clear.,road condition:availability:clear road
7919,Because it is parked in a parking lot.,ego car driving intention: vehicle longitudinal activity:park
11270,since the lane ahead is clear and traffic is moving smoothly.,road condition:availability:clear road&interaction with other road users:traffic:moving forward:normally
519,since there is no oncoming traffic and it is safe to proceed.,road condition:availability:clear road
3591,because the light changed to green.,traffic conditions:traffic light:green light
433,as the light is green.,traffic conditions:traffic light:green light
6995,because the light was green and traffic is moving at a normal rate of speed.,interaction with other road users:traffic:moving forward:normally&traffic conditions:traffic light:green light
12560,as traffic ahead is moving steadily.,interaction with other road users:traffic:moving forward:normally
7411,so that it may get around vehicles parked in its lane.,interaction with other road users:lead vehicle:park
2705,because the light turns green.,traffic conditions:traffic light:green light
14759,as traffic in front of it moves forward.,interaction with other road users:traffic:moving forward:normally
223,because the road is clear but there are pedestrians.,road condition:availability:clear road
8464,as traffic in front of it moves forward.,interaction with other road users:traffic:moving forward:normally
1092,because traffic is moving smoothly.,interaction with other road users:traffic:moving forward:normally
2216,as traffic in front of it moves more quickly.,interaction with other road users:traffic:accelerating
14309,since the lane is clear.,road condition:availability:clear road
8122,while it passes a car,ego car driving intention: vehicle longitudinal activity:passing
5096,because the traffic light ahead turns red.,traffic conditions:traffic light:red light
4223,because traffic has stopped in front.,interaction with other road users:traffic:stop
6218,to maneuver between the vehicle stopped in front of it and a parked car on the side of the road.,interaction with other road users:lead vehicle:stop&ego car driving intention: vehicle longitudinal activity:passing
624,because the car in front of him has stopped.,interaction with other road users:lead vehicle:stop
10934,because the light turns green.,traffic conditions:traffic light:green light
2589,since traffic is clear,interaction with other road users:traffic:light&road condition:availability:clear road
14532,because it is exiting the highway.,road condition:availability:exit
16120,because a car is pulling out of a parking spot ahead.,ego car driving intention: vehicle longitudinal activity:park
8061,because there are no cars immediately in front of it.,road condition:availability:clear road
1824,because traffic is moving on the green light.,traffic conditions:traffic light:green light
16177,because the light has changed to green,traffic conditions:traffic light:green light
4099,because traffic is moving forward,interaction with other road users:traffic:moving forward:normally
7809,because the traffic light ahead is red.,traffic conditions:traffic light:red light
2327,There are no obstructions ahead of the car.,road condition:availability:clear road
6574,There is a red light.,traffic conditions:traffic light:red light
6965,because the car in front of it is stopped as it waits to make a right hand turn.,interaction with other road users:lead vehicle:stop
11249,because the street is clear.,road condition:availability:clear road
9628,as there is a stop sign ahead.,traffic conditions:traffic sign:stop sign
4943,as the traffic light is red and pedestrians are crossing.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
6137,because the light is green.,traffic conditions:traffic light:green light
6718,because there is no traffic in that lane.,road condition:availability:clear road
157,There are no obstructions ahead of the car.,road condition:availability:clear road
4837,because the light is red,traffic conditions:traffic light:red light
7584,for the red light.,traffic conditions:traffic light:red light
12925,because the light is red.,traffic conditions:traffic light:red light
14930,because there are other cars moving in front.,unclassified
7366,because there are no cars in that lane.,road condition:availability:clear road
12369,since the light is red.,traffic conditions:traffic light:red light
13177,since the light is red and pedestrians are crossing the street.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
11266,because the car in front of it is moving forward.,interaction with other road users:lead vehicle:moving forward:normally
13652,because the road is clear.,road condition:availability:clear road
5671,because traffic is clear and spaces are available.,interaction with other road users:traffic:light&road condition:availability:clear road
10380,as the light is red.,traffic conditions:traffic light:red light
9194,to merge onto the road.,ego car driving intention: vehicle longitudinal activity:merging
5049,because there is still some space ahead.,unclassified
2607,because the light is red.,traffic conditions:traffic light:red light
13681,because cars in front are inching forward.,interaction with other road users:lead vehicle:moving forward:slowly
7839,because it's about to turn to the left.,ego car driving intention: vehicle lateral activity:turning
15423,because traffic is flowing steadily,interaction with other road users:traffic:moving forward:normally
10832,as the light ahead is red.,traffic conditions:traffic light:red light
14032,since the light is red ahead.,traffic conditions:traffic light:red light
1599,The car has come to an intersection and is making a right hand turn.,ego car driving intention: vehicle lateral activity:turning
6012,so that it may enter another road.,ego car driving intention: vehicle lateral activity:enter another road
7484,because it's making a sharp left turn.,ego car driving intention: vehicle lateral activity:turning
12024,because the street is clear.,road condition:availability:clear road
3152,for a speed bump.,road condition:speed regulations:speed bump
16273,because the driver is making a u-turn.,ego car driving intention: vehicle lateral activity:turning
6982,so that it may enter another road.,ego car driving intention: vehicle lateral activity:enter another road
6201,because the street is clear.,road condition:availability:clear road
11471,after the merged car has accelerated.,interaction with other road users:traffic:accelerating
2192,since the road is clear,road condition:availability:clear road
10249,The car is moving through a busy city intersection and traffic ahead of the car is stopped,interaction with other road users:traffic:stop
620,because traffic is moving smoothly.,interaction with other road users:traffic:moving forward:normally
9537,because another car is coming through the intersection.,unclassified
10529,because the way is clear.,road condition:availability:clear road
2259,because the light in front of it is stopped to make a left turn.,interaction with other road users:lead vehicle:stop
15758,because the light has turned green.,traffic conditions:traffic light:green light
12722,as road conditions are good and traffic is moving normally.,interaction with other road users:traffic:moving forward:normally
8765,because the driver is making a sharp right turn.,ego car driving intention: vehicle lateral activity:turning
9955,because the light is red.,traffic conditions:traffic light:red light
15267,because there is a double parked car and a pedestrian in the street.,interaction with other road users:lead vehicle:park
10708,because the car in front of him is slowing down,interaction with other road users:lead vehicle:moving forward:slowly
2070,because the light is red.,traffic conditions:traffic light:red light
207,because a car in his lane has slowed down,interaction with other road users:lead vehicle:moving forward:slowly
3540,because the car in front is turning.,ego car driving intention: vehicle lateral activity:turning
11587,because the car in front has stopped.,interaction with other road users:lead vehicle:stop
15696,because the traffic in the left lane has halted.,interaction with other road users:traffic:stop
12538,as there is an open area to park.,ego car driving intention: vehicle longitudinal activity:park
10735,Because it has come out of the left turn and is now going straight with traffic clear ahead of it.,ego car driving intention: vehicle lateral activity:turning
8923,because the car in front has stopped.,interaction with other road users:lead vehicle:stop
15051,because it is stopping.,ego car driving intention: vehicle longitudinal activity:stop
3610,because there is ample parking,unclassified
14508,so that it may move to the left lane after the vehicle to its left passes because its lane exits to the right.,unclassified
4846,There is a yellow light.,unclassified
8919,because the light is red.,traffic conditions:traffic light:red light
10350,because the road is empty.,road condition:availability:clear road
1542,The car is approaching an intersection with a yellow light.,unclassified
893,All cars in front are stopped.,interaction with other road users:lead vehicle:stop
7292,because traffic is backed up.,interaction with other road users:traffic:heavy
3945,because there is standstill traffic ahead,No Label
6764,as the lane is clear ahead.,road condition:availability:clear road
3503,because the lane is clear,road condition:availability:clear road
9702,to get past a stopped car.,interaction with other road users:lead vehicle:stop&ego car driving intention: vehicle longitudinal activity:passing
12931,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
11474,because the light is green.,traffic conditions:traffic light:green light
16328,on a narrow street with lots of traffic in both directions.,unclassified
19,due to slow traffic in front of it.,interaction with other road users:traffic:moving forward:slowly
10177,because traffic is stopped.,interaction with other road users:traffic:stop
6527,because the light is green.,traffic conditions:traffic light:green light
8445,to enter another road.,ego car driving intention: vehicle lateral activity:enter another road
3885,because traffic is moving forward.,interaction with other road users:traffic:moving forward:normally
6765,because the traffic is heavy.,interaction with other road users:traffic:heavy
4304,since the car in front hit the brakes.,No Label
4463,as it goes down the road,ego car driving intention: vehicle longitudinal activity:driving forward
15700,because traffic has stopped ahead.,interaction with other road users:traffic:stop
3759,as to get in the right lane,unclassified
16338,because the other car at the intersection has turned out of the way.,ego car driving intention: vehicle lateral activity:turning
15221,as it reaches the exit ramp,road condition:availability:exit
8185,because the traffic light is red.,traffic conditions:traffic light:red light
15554,because a car directly in front is moving slowly as well.,interaction with other road users:lead vehicle:moving forward:slowly
6957,as there is a stop sign ahead.,traffic conditions:traffic sign:stop sign
4707,because the car ahead has turned right and there no obstructions on the road.,road condition:availability:clear road
2735,to drive down another road.,ego car driving intention: vehicle lateral activity:enter another road
10124,as the light ahead is red.,traffic conditions:traffic light:red light
7912,Because the traffic light remains red and pedestrians are crossing the road.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
8527,Because the traffic light is red and there are cars stopped in front of it.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
3833,The light is red.,traffic conditions:traffic light:red light
316,because there is a break in traffic.,unclassified
9265,because the car is changing lanes into the right turn off lane.,ego car driving intention: vehicle lateral activity:turning&ego car driving intention: vehicle lateral activity:changing lane
6828,since the light is red,traffic conditions:traffic light:red light
12881,as the road ahead is clear.,road condition:availability:clear road
16193,because the road is clear ahead.,road condition:availability:clear road
6797,since it is parked on the side of the road.,ego car driving intention: vehicle longitudinal activity:park
3892,because the light is red.,traffic conditions:traffic light:red light
1352,as there is less traffic.,interaction with other road users:traffic:light
8707,because the lane is clear.,road condition:availability:clear road
3832,There is a yellow light.,unclassified
4654,as it bends with curves in the road.,unclassified
11340,since the car in front of it is no longer moving,interaction with other road users:lead vehicle:stop
13317,as the road ahead is clear.,road condition:availability:clear road
14223,as it goes around stopped traffic,interaction with other road users:traffic:stop
5747,because the light is red.,traffic conditions:traffic light:red light
3342,because the lane is clear of traffic and the car is planning to stop.,road condition:availability:clear road
3568,to make room for an oncoming car.,unclassified
11499,"as there is heavy, slow moving traffic ahead.",interaction with other road users:traffic:heavy
1218,due to the car in front of it braking.,interaction with other road users:lead vehicle:decelerating
14580,because traffic is picking up speed ahead,interaction with other road users:traffic:accelerating
13189,since the light is green.,traffic conditions:traffic light:green light
8116,while it changes lanes,ego car driving intention: vehicle lateral activity:changing lane
12180,to go around a vehicle stopped on the right side of the road.,interaction with other road users:lead vehicle:stop&ego car driving intention: vehicle longitudinal activity:passing
2609,for an unknown reason.,unclassified
7002,because the light ahead turns red.,traffic conditions:traffic light:red light
1961,due to the red light.,traffic conditions:traffic light:red light
15813,because the crossing vehicles have gotten out of the way.,unclassified
3481,in order to allow another car to merge in from the right.,unclassified
4083,because the line of cars ahead just started to move.,No Label
2714,as traffic is moving freely.,interaction with other road users:traffic:moving forward:normally
2555,Because the traffic ahead is moving.,interaction with other road users:traffic:moving forward:normally
7504,as there is a yield sign ahead.,traffic conditions:traffic sign:stop sign
10583,because the light is green,traffic conditions:traffic light:green light
11301,as there are still people crossing the street in both directions in front of it.,interaction with other road users:pedestrians and cyclists: crossing
2769,because the car ahead moved forward.,interaction with other road users:traffic:moving forward:normally
15373,to get in the lane continuing straight after the intersection.,unclassified
6151,as it begins to drive down the road,ego car driving intention: vehicle longitudinal activity:driving forward
14121,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
4113,because it has reached a red light at an intersection.,traffic conditions:traffic light:red light
10180,because traffic is stopped.,interaction with other road users:traffic:stop
14996,because the light up ahead has just turned green and the road is clear.,road condition:availability:clear road&traffic conditions:traffic light:green light
4002,because the lane is clear and cross traffic hasn't started moving yet.,road condition:availability:clear road
9124,because traffic in front has slowed down.,interaction with other road users:traffic:moving forward:slowly
16181,because there is heavy traffic.,interaction with other road users:traffic:heavy
14515,to pass a slow moving van.,interaction with other road users:lead vehicle:moving forward:slowly&ego car driving intention: vehicle longitudinal activity:passing
16240,as the lane is open.,road condition:availability:clear road
11043,because the car ahead is slowing down.,interaction with other road users:lead vehicle:moving forward:slowly
6309,because there is traffic impeding it in the intersection.,No Label
4013,Because there are cars parked on the right side of the street blocking the right lane.,interaction with other road users:lead vehicle:park
856,because there is no traffic in its lane.,road condition:availability:clear road
16082,because the cars in front are making left turns,ego car driving intention: vehicle lateral activity:turning
6956,because the road is clear.,road condition:availability:clear road
14443,because traffic is speeding up.,interaction with other road users:traffic:accelerating
11001,because the light is green.,traffic conditions:traffic light:green light
9151,because the truck in front of it has stopped suddenly,interaction with other road users:lead vehicle:stop
3812,because traffic has stopped.,interaction with other road users:traffic:stop
15840,since there are many cars moving slowly ahead.,interaction with other road users:traffic:moving forward:slowly
6719,because there are no other cars in its lane.,road condition:availability:clear road
2641,because the light is green.,traffic conditions:traffic light:green light
2207,because the car in front has stopped.,interaction with other road users:lead vehicle:stop
36,The car is waiting for pedestrians and oncoming traffic to move in order to complete the turn.,interaction with other road users:pedestrians and cyclists: crossing
7589,because the cars ahead are slowly moving forward.,interaction with other road users:traffic:moving forward:slowly
14099,because it is in the turn lane.,ego car driving intention: vehicle lateral activity:turning
6321,because the street is clear.,road condition:availability:clear road
5196,because the light is red.,traffic conditions:traffic light:red light
5303,because the light is red and a car is in front.,traffic conditions:traffic light:red light
16352,because the next car is far off in the distance.,unclassified
12427,because it's turning to the right.,ego car driving intention: vehicle lateral activity:turning
1444,because a vehicle had almost pulled into the lane.,unclassified
7325,after the light turns green.,traffic conditions:traffic light:green light
5809,as it goes down the road and crosses over the center line,ego car driving intention: vehicle longitudinal activity:driving forward
10185,because the car in front has stopped again.,interaction with other road users:lead vehicle:stop
281,because of a stop sign.,traffic conditions:traffic sign:stop sign
7316,as traffic ahead is moving steadily.,interaction with other road users:traffic:moving forward:normally
11473,after it has gotten past the turning vehicle.,ego car driving intention: vehicle lateral activity:turning
13069,as the the lane ahead is clear.,road condition:availability:clear road
15544,because there is a pedestrian trying to cross the street,interaction with other road users:pedestrians and cyclists: crossing
10664,as the light has changed to green,traffic conditions:traffic light:green light
15473,because the car is parked.,ego car driving intention: vehicle longitudinal activity:park
15478,because it is parked in a garage.,ego car driving intention: vehicle longitudinal activity:park
3786,for a red light ahead.,traffic conditions:traffic light:red light
1999,Traffic ahead of the car has stopped.,interaction with other road users:lead vehicle:stop&interaction with other road users:traffic:stop
12002,because the light is red.,traffic conditions:traffic light:red light
2364,since the way is clear of traffic and pedestrians.,road condition:availability:clear road
15911,because some pedestrians are walking across the street.,interaction with other road users:pedestrians and cyclists: crossing
1802,so that it may turn left.,ego car driving intention: vehicle lateral activity:turning
14943,to get into a different lane.,unclassified
8016,for no discernible reason.,road condition:availability:clear road
6013,because there are no other cars on the road.,road condition:availability:clear road
