id,Justification,Category
2072,as it prepares to turn at the intersection ahead.,ego car driving intention:vehicle lateral activity:turning
640,because the light is red.,traffic conditions:traffic light:red light
904,because a car in the left lane has pulled in front.,unclassified
608,because the light is green and the turn is unobstructed.,traffic conditions:traffic light:green light
1702,because the car in front is stopping and creeping forward.,interaction with other road users:lead vehicle:stop
621,because the light is red at the intersection ahead.,traffic conditions:traffic light:red light
1306,since it's driving at the same speed as the other cars.,interaction with other road users:traffic:moving forward:normally
1980,because there are no nearby cars on the road.,road condition:availability:clear road
1582,because the light is green and there is a gap to move into in the other lane.,traffic conditions:traffic light:green light
156,because the lane is momentarily clear.,road condition:availability:clear road
571,to go over a bumpy patch and let a car park ahead of it.,road condition:speed regulations:speed bump
341,The car has completed its lane change and is proceeding,ego car driving intention:vehicle lateral activity:changing lane
1058,since the road goes forward.,ego car driving intention:vehicle longitudinal activity:driving forward
1069,exit leads to a road.,road condition:availability:exit
1567,while it waits for the stopped car to move.,interaction with other road users:lead vehicle:stop
414,as traffic in front of it moves normally.,interaction with other road users:traffic:moving forward:normally
1923,because the cars in front are moving,interaction with other road users:lead vehicle:moving forward:normally
164,since it's merging onto the right lane.,ego car driving intention:vehicle longitudinal activity:merging
2108,so that it may enter the lane to its right.,unclassified
2005,after the light turned red.,traffic conditions:traffic light:red light
1916,The car is proceeding to the intersection ahead.,unclassified
1542,since the road curves,unclassified
15,because there are pedestrians blocking the path to the right.,interaction with other road users:pedestrians:crossing
322,since there are no cars slowing down the road.,road condition:availability:clear road
1793,because traffic has stopped.,interaction with other road users:traffic:stop
1082,because there is no traffic.,road condition:availability:clear road
1613,as the road continues on,unclassified
1562,for the red light.,traffic conditions:traffic light:red light
1467,now that the vehicle in front is moving.,interaction with other road users:lead vehicle:moving forward:normally
727,The car has arrived at the intersection and the light has turned red.,traffic conditions:traffic light:red light
777,because the light is red.,traffic conditions:traffic light:red light
1369,since the light is red.,traffic conditions:traffic light:red light
1533,because pedestrians are using the street and vehicles are coming from the left and right at the intersection.,interaction with other road users:pedestrians:crossing
1974,as it waits for the light to turn green.,traffic conditions:traffic light:green light
1812,As the car is approaching the intersection the light controlling the intersection is turning red.,traffic conditions:traffic light:red light
1435,as its lane of traffic moves forward.,ego car driving intention:vehicle longitudinal activity:driving forward
767,for the red light in the rain.,traffic conditions:traffic light:red light&environment:weather:rain
1169,as traffic in front of it accelerates.,interaction with other road users:traffic:accelerating
581,since the right lane allows you to turn left.,ego car driving intention:vehicle lateral activity:turning
1499,The car is entering a parking structure.,unclassified
1663,because the cars ahead of it are stopped in traffic.,interaction with other road users:traffic:stop
985,while it waits for the traffic in front of it to move and pedestrians to clear the crosswalk in front of it.26,interaction with other road users:traffic:stop&interaction with other road users:pedestrians:crossing
985,while it waits for the traffic in front of it to move and pedestrians to clear the crosswalk in front of it.26,interaction with other road users:traffic:stop&interaction with other road users:pedestrians:crossing
1041,after traffic in front of it has begun to accelerate.,interaction with other road users:traffic:accelerating
237,because the car cannot continue while the light is red.,traffic conditions:traffic light:red light
2097,while it waits for traffic in front of it to move.,ego car driving intention:vehicle longitudinal activity:stop
1388,for the red light ahead.,traffic conditions:traffic light:red light
1801,because there is no traffic on the street.,road condition:availability:clear road
257,since the cars are not moving as fast.,interaction with other road users:traffic:moving forward:slowly
1841,because there is no nearby traffic impeding it.,road condition:availability:clear road
173,Traffic ahead of the car is moving forward slowly,interaction with other road users:traffic:moving forward:slowly
1645,to enter another road after the light turned green.,ego car driving intention:vehicle lateral activity:enter another road
1645,to enter another road after the light turned green.,ego car driving intention:vehicle lateral activity:enter another road
1925,because the police cars have moved far away and traffic is flowing,interaction with other road users:traffic:moving forward:normally
550,to avoid a vehicle that is stopped partially in its lane to the right.,interaction with other road users:lead vehicle:stop
1142,as the light is red and pedestrians are crossing the street.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
1142,as the light is red and pedestrians are crossing the street.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
1610,because the intersection is clear of traffic.,road condition:availability:clear road
205,because the light at the intersection turns red,traffic conditions:traffic light:red light
1699,because the minibus in front is moving slowly.,interaction with other road users:lead vehicle:moving forward:slowly
1418,The light controlling the intersection has turned green and the traffic ahead of the car is proceeding through the intersection allowing the car to move forward.,traffic conditions:traffic light:green light
2067,while it waits for a pedestrian to cross the road.,interaction with other road users:pedestrians:crossing
1931,since there are no cars in front.,road condition:availability:clear road
1711,because the light is green and there are no nearby cars in its lane.,traffic conditions:traffic light:green light&road condition:availability:clear road
1150,Traffic ahead of the car is stopped at an intersection.,interaction with other road users:traffic:stop
760,because the lane is clear.,road condition:availability:clear road
944,because the light switched from yellow to red quickly.,traffic conditions:traffic light:red light
1661,as other incoming vehicles are passing by it on the left.,unclassified
1034,"The car is proceeding forward, with no obstructions ahead.",road condition:availability:clear road
1452,after the car to its right has merged and accelerated.,ego car driving intention:vehicle longitudinal activity:merging&ego car driving intention:vehicle lateral activity:accelerating
1413,as the road ahead is clear.,road condition:availability:clear road
1922,because the car in front is trying to change lanes,interaction with other road users:lead vehicle:cut in
664,while the light is red.,traffic conditions:traffic light:red light
1745,since the car will turn right.,ego car driving intention:vehicle lateral activity:turning
749,The car has arrived at the stopped traffic.,interaction with other road users:traffic:stop
1079,The car is making a right hand turn at an intersection.,ego car driving intention:vehicle lateral activity:turning
2094,"Traffic ahead of the car is slowing to avoid a tow truck in the left hand lane, causing the car to slow.",interaction with other road users:traffic:moving forward:slowly
593,since the cars are starting to move again.,interaction with other road users:traffic:moving forward:normally
193,because there are no cars in that lane.,road condition:availability:clear road
66,as it nears slower moving traffic in its lane.,interaction with other road users:traffic:moving forward:slowly
1589,"The vehicle on the roadway has passed, allowing the car to enter the roadway.",unclassified
977,because there is a fair bit of traffic.,interaction with other road users:traffic:light
1399,because the light is green but there is a taxi pulled over slowing traffic ahead.,traffic conditions:traffic light:green light
476,for the red light.,traffic conditions:traffic light:red light
443,because the street is free of vehicular traffic.,road condition:availability:clear road
1,because it is maneuvering in a parking lot.,unclassified
1,because it is maneuvering in a parking lot.,unclassified
1200,because traffic is flowing normally.,interaction with other road users:traffic:moving forward:normally
314,because it is reaching a safety speed bump in the road.,road condition:speed regulations:speed bump
1712,because the light is green and there are no nearby cars in its lane.,traffic conditions:traffic light:green light&road condition:availability:clear road
1695,since it's moving fast.,unclassified
1790,because traffic is speeding up.,interaction with other road users:traffic:accelerating
1828,The car is proceeding forward in the right hand lane.,ego car driving intention:vehicle longitudinal activity:driving forward
1045,so that it can make a right hand turn after it waits for the vehicle to its right to turn.,ego car driving intention:vehicle longitudinal activity:stop
910,since the stoplight is red,traffic conditions:traffic light:red light
1437,as its lane of traffic moves slowly.,interaction with other road users:traffic:moving forward:slowly
74,because there is less traffic in that lane.,interaction with other road users:traffic:light
1324,because there is a stop sign.,traffic conditions:traffic sign:stop sign
1000,The car is pulling forward to park along the roadway.,ego car driving intention:vehicle longitudinal activity:park
1044,because there are no cars impeding its lane.,road condition:availability:clear road
2026,because there is only some traffic and it is clear and dry.,road condition:availability:clear road
293,since it's going downhill.,ego car driving intention:vehicle longitudinal activity:driving forward
808,now that the lane is moving on.,unclassified
815,because it slowed down to do so.,ego car driving intention:vehicle lateral activity:decelerating
556,because there is less traffic nearby in that lane.,interaction with other road users:traffic:light
1046,as it follows the vehicle to its right through the turn and waits for a pedestrian to cross the road.,interaction with other road users:pedestrians:crossing
1460,as there is ice on the ground.,unclassified
436,The car has arrived at the intersection with the red light.,traffic conditions:traffic light:red light
607,at a red light.,traffic conditions:traffic light:red light
1349,because the lights are green and there is little traffic.,traffic conditions:traffic light:green light&interaction with other road users:traffic:light
900,because the intersection is clear.,road condition:availability:clear road
242,since the light is red and there are pedestrians crossing the road.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
242,since the light is red and there are pedestrians crossing the road.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
159,due to the car moving down the road.,ego car driving intention:vehicle longitudinal activity:driving forward
305,to let another car pull out of a parking space he wants.,ego car driving intention:vehicle longitudinal activity:park
285,because it is following the flow of traffic.,unclassified
1623,because there are no cars near it in its lane.,road condition:availability:clear road
218,because there are no other cars on the road.,road condition:availability:clear road
2084,since the car in front stopped.,interaction with other road users:lead vehicle:stop
1183,because the car in front is moving forward.,interaction with other road users:lead vehicle:moving forward:normally
287,because there is room to pull forward further.,ego car driving intention:vehicle longitudinal activity:driving forward
532,because it is parked on the right side of the road.,ego car driving intention:vehicle longitudinal activity:park
1108,for a red light.,traffic conditions:traffic light:red light
1387,to enter the right lane where its lane splits into two.,unclassified
1731,since the traffic ahead speeds up a bit.,interaction with other road users:traffic:accelerating
1681,because the light is red.,traffic conditions:traffic light:red light
764,because there are no other cars on the road.,road condition:availability:clear road
575,Traffic ahead of the car is beginning to advance through the intersection ahead.,interaction with other road users:traffic:moving forward:normally
1329,because the road curves.,unclassified
955,since the road is also curving towards the right.,unclassified
1232,The car is changing lanes to the middle lane,ego car driving intention:vehicle lateral activity:changing lane
703,because there are no vehicles nearby in front of it.,road condition:availability:clear road
1239,to enter another road after the light turned green.,ego car driving intention:vehicle lateral activity:enter another road
1239,to enter another road after the light turned green.,ego car driving intention:vehicle lateral activity:enter another road
1788,"The light controlling the intersection has turned green, allowing traffic to proceed.",traffic conditions:traffic light:green light
395,while it prepares to park.,ego car driving intention:vehicle longitudinal activity:park
584,after the light turned green.,traffic conditions:traffic light:green light
2014,to make sure a man standing near the road doesn't get hit.,unclassified
595,since it can turn right from the middle lane.,ego car driving intention:vehicle lateral activity:turning
1550,because the light changed to red.,traffic conditions:traffic light:red light
1940,as the vehicle in front of it accelerates.,interaction with other road users:lead vehicle:accelerating
1778,The car is changing lanes to pass traffic stopped ahead of the car,ego car driving intention:vehicle lateral activity:changing lane&interaction with other road users:traffic:stop
97,The car is driving ahead with no obstructions.,road condition:availability:clear road
633,as it approaches a stop sign.,traffic conditions:traffic sign:stop sign
1988,because it's merging into traffic.,ego car driving intention:vehicle longitudinal activity:merging
2023,because there are no nearby cars in its lane.,road condition:availability:clear road
1558,"after the vehicle to its right has passed, creating a gap in traffic.",unclassified
1847,because traffic is slowing down.,interaction with other road users:traffic:moving forward:slowly
1282,because the light is red.,traffic conditions:traffic light:red light
1032,after the light turns yellow and then red.,traffic conditions:traffic light:red light
1960,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
183,because the car slowed down to be able to turn left.,ego car driving intention:vehicle lateral activity:turning
1660,The car is driving down the road with no obstructions ahead.,road condition:availability:clear road
1766,since it's too close to the cars in front.,unclassified
1213,after the light turned red.,traffic conditions:traffic light:red light
923,because the traffic is barely moving.,interaction with other road users:traffic:moving forward:slowly
1356,The car has completed its left hand turn and is driving forward,ego car driving intention:vehicle lateral activity:turning&ego car driving intention:vehicle longitudinal activity:driving forward
888,because there are no cars in that lane.,road condition:availability:clear road
162,since the taxi wasn't moving fast.,unclassified
1236,The car is positioning itself to allow pedestrians to move through the intersection safely,interaction with other road users:pedestrians:crossing
456,because traffic ahead is flowing nicely.,interaction with other road users:traffic:moving forward:normally
130,since the road is clear of crossing that are driving.,road condition:availability:clear road
1139,because the traffic light ahead turns red.,traffic conditions:traffic light:red light
1298,as to avoid touching the cars.,unclassified
1690,since there were no cars coming from the right.,unclassified
1649,while it waits for a cross traffic vehicle to move through the intersection.,ego car driving intention:vehicle longitudinal activity:stop
1391,as traffic in front of it brakes.,interaction with other road users:traffic:decelerating
1289,Traffic ahead of the car is slowing,interaction with other road users:traffic:moving forward:slowly
1035,The car is moving into a left hand turn lane and approaching an intersection,ego car driving intention:vehicle lateral activity:turning
535,to go around a car that's stopped.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
1618,as it approaches slower moving traffic in front of it.,interaction with other road users:traffic:moving forward:slowly
1360,"The car is coming to a stop on the roadway, and is double parking.",ego car driving intention:vehicle longitudinal activity:stop
324,because the car is back on a straight path.,unclassified
1485,Traffic ahead of the car is stopped.,interaction with other road users:traffic:stop
1984,as it drives over a bump in the road.,road condition:speed regulations:speed bump
1386,as the road bends to the right.,unclassified
1532,because the traffic light switched from yellow to red.,traffic conditions:traffic light:red light
1117,because the light at the intersection is red.,traffic conditions:traffic light:red light
1124,as it gets into the correct lane and goes around a curve,unclassified
40,since there is a stop just ahead.,traffic conditions:traffic sign:stop sign
1,since the light ahead became red.,traffic conditions:traffic light:red light
1,since the light ahead became red.,traffic conditions:traffic light:red light
100,to get around a taxi making a right turn.,ego car driving intention:vehicle lateral activity:turning
1252,Another vehicle has merged into the lane from the right and has blocked the forward progress of the car.,unclassified
273,The car has maneuvered through the intersection.,traffic conditions:traffic light:red light
1703,because the car in front is moving.,interaction with other road users:lead vehicle:moving forward:normally
22,because now that lane is moving faster.,unclassified
1277,because the road is clear.,road condition:availability:clear road
872,because it is approaching an intersection ahead.,unclassified
30,because there is a gap in traffic in that lane.,unclassified
742,The car has completed its lane change maneuver and is driving forward on the descending ramp,ego car driving intention:vehicle lateral activity:changing lane&ego car driving intention:vehicle longitudinal activity:driving forward
950,The car is executing a 3 point U-turn on the roadway to reverse its direction of travel,ego car driving intention:vehicle lateral activity:turning
973,The car is approaching an intersection and the light controlling the intersection is red.,traffic conditions:traffic light:red light
1439,while its lane continues moving forward.,ego car driving intention:vehicle longitudinal activity:driving forward
1261,because the lane ahead is clear and traffic is moving normally.,road condition:availability:clear road&interaction with other road users:traffic:moving forward:normally
852,since the road is free forward.,road condition:availability:clear road
906,because traffic ahead is slowing for a red light.,traffic conditions:traffic light:red light
787,Traffic ahead of the car is stopped in the intersection,interaction with other road users:traffic:stop
1179,because a car is double parked on the street.,ego car driving intention:vehicle longitudinal activity:park
999,for a red light.,traffic conditions:traffic light:red light
337,as it continues turning around and approaches stopped traffic.,interaction with other road users:traffic:stop
1248,as it approaches a stop sign.,traffic conditions:traffic sign:stop sign
385,to close the gap between it and the cars ahead.,unclassified
332,because it is parked.,ego car driving intention:vehicle longitudinal activity:park
508,while at the corner,unclassified
2111,for the red light and pedestrians crossing the street.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
2111,for the red light and pedestrians crossing the street.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
1385,as traffic in front of it moves forward.,interaction with other road users:traffic:moving forward:normally
300,Traffic ahead of the car is stopped at an intersection ahead.,interaction with other road users:traffic:stop
1994,because traffic is stopped.,interaction with other road users:traffic:stop
220,because there are no nearby cars in its lane.,road condition:availability:clear road
618,so it can get as forward as possible.,ego car driving intention:vehicle longitudinal activity:driving forward
958,since the red light is on.,traffic conditions:traffic light:red light
1525,because the lights are green and there is little traffic.,traffic conditions:traffic light:green light&interaction with other road users:traffic:light
0,because it is moving in a parking lot.,unclassified
1682,because traffic is moving again.,interaction with other road users:traffic:moving forward:normally
1592,so it can move forward.,ego car driving intention:vehicle longitudinal activity:driving forward
58,Traffic ahead of the car is driving slowly in stop and go city traffic,interaction with other road users:traffic:stop
1947,because there are no other cars in its lane of traffic.,road condition:availability:clear road
823,because traffic is moving well.,interaction with other road users:traffic:moving forward:normally
1173,as it follows traffic to a red light.,traffic conditions:traffic light:red light
2009,because an oncoming car that is avoiding a double parked car swerves across the double yellow line.,interaction with other road users:lead vehicle:park
643,due to its lane of traffic being free of nearby traffic.,road condition:availability:clear road
2113,The car is steering onto a white lane and slowing to a stop.,ego car driving intention:vehicle longitudinal activity:stop
167,now that it's on a faster moving lane.,unclassified
415,because that lane of traffic is moving more quickly.,interaction with other road users:traffic:accelerating
235,since that lane is more empty.,road condition:availability:clear road
1545,as it enters the shopping center,unclassified
850,since there's a stop ahead.,traffic conditions:traffic sign:stop sign
547,as it approaches a red light.,traffic conditions:traffic light:red light
1014,because the road is clear of traffic.,road condition:availability:clear road
1822,since there are cars nearby and it's very cramped.,interaction with other road users:traffic:heavy
1910,to go around the bus blocking its path.,ego car driving intention:vehicle longitudinal activity:passing
693,"Traffic ahead is begging to move forward, allowing the car to proceed.",interaction with other road users:traffic:moving forward:normally
1197,"because there is a stop sign, but no other cars at the intersection.",traffic conditions:traffic sign:stop sign
170,because the lane is clear,road condition:availability:clear road
1546,while maneuvering through the lot,ego car driving intention:vehicle longitudinal activity:passing
818,since there are no slow cars nearby.,road condition:availability:clear road
1237,The car has finished repositioning itself.,unclassified
265,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
48,as it approaches a stop sign.,traffic conditions:traffic sign:stop sign
1483,Traffic ahead of the car has stopped.,ego car driving intention:vehicle lateral activity:decelerating&interaction with other road users:lead vehicle:stop
972,The car is travelling down the middle lane of the roadway.,ego car driving intention:vehicle longitudinal activity:driving forward
2064,"The car is driving down the middle of the road, preparing to avoid a vehicle stopped in the roadway ahead.",ego car driving intention:vehicle longitudinal activity:stop
2034,The car is making a right hand turn through an intersection.,ego car driving intention:vehicle lateral activity:turning
1424,as there is space between the car and the one in front of it.,unclassified
988,to close the gap between it and the vehicle in front of it.,unclassified
1203,because the left lane was leading left.,unclassified
1656,The car is accelerating and moving through the intersection.,interaction with other road users:traffic:accelerating
1687,while the light is red and pedestrians are crossing the road.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
1687,while the light is red and pedestrians are crossing the road.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
0,since there are many obstacles to be aware of.,unclassified
1287,because it's turning to the right.,ego car driving intention:vehicle lateral activity:turning
354,to avoid a vehicle parked on the right side of the road that is partially in its lane.,interaction with other road users:lead vehicle:park
1172,as traffic in front of it halts.,interaction with other road users:traffic:stop
812,because traffic is clear.,road condition:availability:clear road
495,because the light is red and there are cars and people crossing.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
495,because the light is red and there are cars and people crossing.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
1698,because there are no nearby cars in its lane.,road condition:availability:clear road
1979,because there is no nearby traffic.,road condition:availability:clear road
57,for the red light.,traffic conditions:traffic light:red light
480,because there are no nearby cars in its lane.,road condition:availability:clear road
446,Traffic ahead of the car is beginning to move forward.,interaction with other road users:traffic:moving forward:normally
531,The car is parked.,ego car driving intention:vehicle longitudinal activity:park
1112,The car is entering an intersection and is awaiting an opportunity to turn left through an intersection after oncoming traffic has cleared the intersection.,unclassified
245,because the light is green and traffic is light.,traffic conditions:traffic light:green light
132,The car is proceeding in the right hand lane.,unclassified
1586,The car has changed lanes and is proceeding forward on the roadway.,ego car driving intention:vehicle lateral activity:changing lane
2114,The car has stopped in the roadway.,ego car driving intention:vehicle longitudinal activity:stop
806,since the lane is clear.,road condition:availability:clear road
1917,The car is performing a left hand U-Turn at the intersection,ego car driving intention:vehicle lateral activity:turning
1800,Traffic ahead of the car is proceeding allowing the car to proceed.,interaction with other road users:traffic:moving forward:normally
206,because the light is red.,traffic conditions:traffic light:red light
43,since there are cars close to it.,unclassified
1704,The car is travelling in the left hand lane with the flow of traffic ahead.,ego car driving intention:vehicle longitudinal activity:driving forward
800,as it travels on the snowy road,environment:weather:snow
2015,because the street is clear.,road condition:availability:clear road
13,because the car can turn right.,ego car driving intention:vehicle lateral activity:turning
2116,The car is changing lanes to bypass a vehicle ahead in the right hand lane.,ego car driving intention:vehicle lateral activity:changing lane
2061,since the car in front has started moving.,interaction with other road users:lead vehicle:moving forward:normally
1457,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
2029,because there is a red light.,traffic conditions:traffic light:red light
1700,to go around the slow moving minibus.,ego car driving intention:vehicle longitudinal activity:passing
172,because traffic is moving at a steady pace.,interaction with other road users:traffic:moving forward:normally
379,as it changes to the other lane,ego car driving intention:vehicle lateral activity:changing lane
1511,as it approaches traffic that is still stopped after the light turned green.,traffic conditions:traffic light:green light
750,"The light controlling the intersection has turned to green, permitting the traffic to begin to negotiate the intersection.",traffic conditions:traffic light:green light
1548,because the light at the intersection is red.,traffic conditions:traffic light:red light
509,as it moves into the street that was straight ahead at the light,unclassified
1311,The car is driving forward down the road.,ego car driving intention:vehicle longitudinal activity:driving forward
695,"The car has completed its turn through the intersection and is steering around a vehicle moving slowly in the roadway ahead,",ego car driving intention:vehicle lateral activity:turning
1856,The car is slowing to allow oncoming traffic to pass before making a left turn.,unclassified
1997,to allow time for a pedestrian to move out of the road as it enters another road while the light is green.,interaction with other road users:pedestrians:crossing&traffic conditions:traffic light:green light
1997,to allow time for a pedestrian to move out of the road as it enters another road while the light is green.,interaction with other road users:pedestrians:crossing&traffic conditions:traffic light:green light
1751,since the light is turning green.,traffic conditions:traffic light:green light
2075,so that it may enter another road.,ego car driving intention:vehicle lateral activity:enter another road
1315,since there are a lot of cars coming up ahead.,interaction with other road users:traffic:heavy
1368,so that it may enter another road.,ego car driving intention:vehicle lateral activity:enter another road
1333,to make a left turn.,ego car driving intention:vehicle lateral activity:turning
1680,to pass the car in front of it.,ego car driving intention:vehicle longitudinal activity:passing
1313,The car is merging into the adjacent left lane,ego car driving intention:vehicle longitudinal activity:merging
105,The car has passed through the intersection and is approaching another intersection controlled by a red light.,traffic conditions:traffic light:red light
1456,because that lane is moving faster.,unclassified
1095,since there is no stop sign yet.,road condition:availability:clear road
2054,since the road was clear for crossing.,road condition:availability:clear road
33,as the vehicle in front of it drives forward slowly to merge into the lane to its right.,interaction with other road users:lead vehicle:changing lane
33,as the vehicle in front of it drives forward slowly to merge into the lane to its right.,interaction with other road users:lead vehicle:changing lane
1067,because the right side is where the exit will be.,road condition:availability:exit
967,The car is advancing through an intersection,unclassified
77,because traffic in front of it is stopping at an intersection.,interaction with other road users:traffic:stop
572,because the street is now clear.,road condition:availability:clear road
2065,The car is bypassing a vehicle stopped in the roadway and is preparing to stop at an upcoming intersection controlled by a red light.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop&traffic conditions:traffic light:red light
725,Traffic ahead of the car is proceeding forward slowly.,interaction with other road users:traffic:moving forward:slowly
1430,since that cars are moving slower.,interaction with other road users:traffic:moving forward:slowly
346,to enter the off ramp to the car's right.,unclassified
629,because the road is free of nearby traffic.,road condition:availability:clear road
4,because the light is green but there is a pedestrian who has just gotten out of the path of the turn.,traffic conditions:traffic light:green light&interaction with other road users:pedestrians:crossing
4,because the light is green but there is a pedestrian who has just gotten out of the path of the turn.,traffic conditions:traffic light:green light&interaction with other road users:pedestrians:crossing
865,while the road is clear of traffic.,road condition:availability:clear road
1521,as the vehicle ahead is braking.,interaction with other road users:lead vehicle:decelerating
1170,as traffic in front of it slows.,interaction with other road users:traffic:moving forward:slowly
980,while driving in the clear lane,road condition:availability:clear road
499,because are slower cars in front of it and it is wet and snowy.,environment:weather:snow
229,The car is preparing to park on the right hand side of the road.,ego car driving intention:vehicle longitudinal activity:park
1270,The car has passed the obstructing vehicle and is proceeding down the roadway.,ego car driving intention:vehicle longitudinal activity:passing
907,because the light is red.,traffic conditions:traffic light:red light
1770,as the light is red and pedestrians are crossing the road.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
1770,as the light is red and pedestrians are crossing the road.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
2055,because the road is clear.,road condition:availability:clear road
1893,for the red light ahead.,traffic conditions:traffic light:red light
1547,as it gets ready to turn,ego car driving intention:vehicle lateral activity:turning
947,"The light controlling the intersection ahead has turned green, allowing traffic to proceed.",traffic conditions:traffic light:green light
1686,because the light turned red.,traffic conditions:traffic light:red light
1072,since there are cars in the lane to the right.,unclassified
240,since there are no cars ahead.,road condition:availability:clear road
1271,The car is maneuvering around a vehicle stopped in the roadway ahead,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
1734,because there are fewer cars in the next lane.,interaction with other road users:traffic:light
729,Traffic ahead of the car is beginning to move forward slowly through an intersection,interaction with other road users:traffic:moving forward:slowly
1475,because all the vehicles ahead of it are not moving.,unclassified
1026,to enter another road.,ego car driving intention:vehicle lateral activity:enter another road
250,since there are no cars in front.,road condition:availability:clear road
1366,because there is no cross traffic in the intersection.,road condition:availability:clear road
1416,as traffic begins to move forward.,interaction with other road users:traffic:moving forward:normally
1281,because the second light in the intersection is turning red.,traffic conditions:traffic light:red light
840,while entering the roadway,unclassified
1143,because the lights are green and there is no traffic.,traffic conditions:traffic light:green light&road condition:availability:clear road
1361,The car has double parked on the roadway.,ego car driving intention:vehicle longitudinal activity:park
1990,because it's making a right turn.,ego car driving intention:vehicle lateral activity:turning
981,because another car pulled out in front of it,interaction with other road users:lead vehicle:cut in
1939,while it waits for the car in front of it to move.,ego car driving intention:vehicle longitudinal activity:stop
511,The car is attempting to merge onto the roadway to the right,ego car driving intention:vehicle longitudinal activity:merging
190,as it waits for traffic in front of it to accelerate.,interaction with other road users:traffic:moving forward:slowly
715,A vehicle in the roadway has stopped and is attempting to turn left but is unable to do so.,interaction with other road users:lead vehicle:stop
613,"Traffic ahead of the car is moving, allowing the car to proceed ahead",interaction with other road users:traffic:moving forward:normally
1510,because traffic in front of it is moving normally.,interaction with other road users:traffic:moving forward:normally
1817,because there is a lot of traffic going on.,interaction with other road users:traffic:heavy
1794,because traffic is moving at a steady speed.,interaction with other road users:traffic:moving forward:normally
28,because the van in front is moving at different speeds.,unclassified
6,because there are no nearby cars in its lane and the light is green.,road condition:availability:clear road&traffic conditions:traffic light:green light
1709,because there is no nearby traffic in its lane and the light is green.,road condition:availability:clear road&traffic conditions:traffic light:green light
358,to enter another road while the light is green.,ego car driving intention:vehicle lateral activity:enter another road
358,to enter another road while the light is green.,ego car driving intention:vehicle lateral activity:enter another road
1302,since there is also a truck in the way,unclassified
362,for the red light ahead.,traffic conditions:traffic light:red light
1438,after its lane starts to move more quickly.,interaction with other road users:traffic:moving forward:fast
548,for the red light.,traffic conditions:traffic light:red light
1209,because the traffic is driving at normal speed.,interaction with other road users:traffic:moving forward:normally
1588,"The car is stopped, waiting for traffic on the roadway to pass.",ego car driving intention:vehicle longitudinal activity:stop
207,The car is driving down the road,ego car driving intention:vehicle longitudinal activity:driving forward
1192,The car is changing lanes to avoid the slow traffic in its lane.,ego car driving intention:vehicle lateral activity:changing lane&interaction with other road users:traffic:moving forward:slowly
297,The car has moved through the intersection and is proceeding forward.,ego car driving intention:vehicle longitudinal activity:driving forward
1263,The car is making a left hand turn through an intersection.,ego car driving intention:vehicle lateral activity:turning
301,because it's getting ready to turn.,ego car driving intention:vehicle lateral activity:turning
64,since the road is clear.,road condition:availability:clear road
64,since the road is clear.,road condition:availability:clear road
1161,as it moves out of the road,unclassified
658,because the light has turned to red.,traffic conditions:traffic light:red light
451,because traffic ahead is moving normally.,interaction with other road users:traffic:moving forward:normally
1897,to close the gap with the car in front of it.,unclassified
473,as it enters the intersection.,unclassified
1420,because the road is clear.,road condition:availability:clear road
73,because traffic in that lane is moving more quickly and there is a gap in traffic.,interaction with other road users:traffic:moving forward:fast
1998,because there are no other cars on the road.,road condition:availability:clear road
1005,The car is driving forward in the leftmost lane of the road.,ego car driving intention:vehicle longitudinal activity:driving forward
1419,Traffic ahead of the car is moving slowly as there are several flares on the road and some sort of police action in the left hand lane of the roadway.,interaction with other road users:traffic:moving forward:slowly
67,as traffic in its lane moves forward.,interaction with other road users:traffic:moving forward:normally
1234,The car is approaching an intersection and the light is turning red.,traffic conditions:traffic light:red light
404,The car is beginning to turn right onto the roadway but is waiting for a vehicle to move down the intersecting roadway before it can proceed.,ego car driving intention:vehicle lateral activity:turning
1397,since it moved from the middle lane to the right lane.,unclassified
106,The car has arrived at the intersection with the red light.,traffic conditions:traffic light:red light
1348,The car has negotiated the intersection and is proceeding on its way.,unclassified
1291,Traffic ahead of the car is beginning to slowly move forward.,interaction with other road users:traffic:moving forward:slowly
